"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene_Symbol","Gene_Description","Significance","abs_logFC"
"1558093_s_at",-1.20926492897858,7.22803407124705,-3.28094931892828,0.00158898258062285,0.00637601450254495,-1.90275073389003,"SNHG4///MATR3","small nucleolar RNA host gene 4///matrin 3","Downregulated",1.20926492897858
"232543_x_at",-1.09908621066043,6.2176864579156,-3.28045240849896,0.00159141987201495,0.00638475317099386,-1.90417559360064,"ARHGAP9","Rho GTPase activating protein 9","Downregulated",1.09908621066043
"210367_s_at",-1.01934580552729,5.28187277460088,-3.27965594040873,0.00159533378880044,0.00639784757502062,-1.90645908308351,"PTGES","prostaglandin E synthase","Downregulated",1.01934580552729
"215079_at",-1.0519730602321,3.92080307465546,-3.27918108074,0.00159767159364404,0.00640461312492402,-1.90782031969658,"","","Downregulated",1.0519730602321
"241742_at",-1.48109096562086,2.98633656339362,-3.27852731312646,0.00160089545492684,0.00641649121532826,-1.90969417657242,"PRAM1","PML-RARA regulated adaptor molecule 1","Downregulated",1.48109096562086
"230429_at",-1.30226618637445,3.88515534998364,-3.27718127183663,0.00160755231223664,0.00644054931022864,-1.91355138699479,"ASPH","aspartate beta-hydroxylase","Downregulated",1.30226618637445
"213895_at",-1.21476680067346,4.75165356640876,-3.27394149051497,0.00162368143823379,0.0064988199553579,-1.9228304811982,"EMP1","epithelial membrane protein 1","Downregulated",1.21476680067346
"242553_at",-1.09294792556166,3.34703988530934,-3.27170589703067,0.00163489975113483,0.00653627819744001,-1.92922950441615,"ABCC3","ATP binding cassette subfamily C member 3","Downregulated",1.09294792556166
"214761_at",-1.6152260039689,6.6575546699567,-3.27069976457163,0.00163997228768884,0.00655336335555505,-1.93210833797502,"ZNF423","zinc finger protein 423","Downregulated",1.6152260039689
"210626_at",-1.00067829962932,3.52849669973118,-3.27023599615433,0.00164231540462555,0.00656166077585332,-1.93343509141333,"AKAP1","A-kinase anchoring protein 1","Downregulated",1.00067829962932
"217549_at",-1.14504206099237,4.95318601366123,-3.26806332208425,0.00165333442306015,0.00660086222762847,-1.93964884179212,"NCKAP1L","NCK associated protein 1 like","Downregulated",1.14504206099237
"213247_at",-1.3925409942787,5.86032669456324,-3.26718335678438,0.00165781701144421,0.00661714809232117,-1.94216463156145,"SVEP1","sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1","Downregulated",1.3925409942787
"1554732_at",-1.07731366712765,3.4924180670152,-3.26681305361816,0.00165970676427496,0.00662361644360729,-1.94322316500473,"LOC728175","uncharacterized LOC728175","Downregulated",1.07731366712765
"202022_at",-1.33601955637724,7.42926632216717,-3.26667368714962,0.00166041851114546,0.00662591952622939,-1.94362152922069,"ALDOC","aldolase, fructose-bisphosphate C","Downregulated",1.33601955637724
"206210_s_at",-1.66613448399428,2.8523611888824,-3.26611065570723,0.00166329684081248,0.00663579111771201,-1.94523076629537,"CETP","cholesteryl ester transfer protein","Downregulated",1.66613448399428
"216218_s_at",-1.03220797104194,5.67834174735575,-3.26594057576535,0.0016641672445443,0.00663748386066453,-1.94571684244899,"PLCL2","phospholipase C like 2","Downregulated",1.03220797104194
"227400_at",-1.26729125147911,6.89013930528835,-3.26592232076362,0.00166426069203323,0.00663748386066453,-1.94576901280539,"NFIX","nuclear factor I X","Downregulated",1.26729125147911
"210833_at",-1.1719607161792,3.08809237953646,-3.26538815255113,0.0016669972854558,0.00664570488741987,-1.94729549839397,"PTGER3","prostaglandin E receptor 3","Downregulated",1.1719607161792
"244712_at",-1.00675640245414,2.9481892568511,-3.26477232493792,0.00167015747067747,0.00665668545760784,-1.94905511103658,"MEX3D","mex-3 RNA binding family member D","Downregulated",1.00675640245414
"228891_at",-1.39717605273862,5.59790807984821,-3.26382699813383,0.00167501946250695,0.00667336107939271,-1.95175572691877,"SEMA4D","semaphorin 4D","Downregulated",1.39717605273862
"205983_at",-1.38759726152996,3.48292393176203,-3.26372928832359,0.00167552275929427,0.00667482581092884,-1.95203483184889,"DPEP1","dipeptidase 1 (renal)","Downregulated",1.38759726152996
"227353_at",-1.34078409944113,5.85654164965018,-3.2634997671934,0.00167670556602313,0.0066767789900716,-1.95269042717616,"TMC8","transmembrane channel like 8","Downregulated",1.34078409944113
"210319_x_at",-1.029255080824,4.22522413933073,-3.26347617800999,0.00167682717416841,0.0066767789900716,-1.9527578044726,"MSX2","msh homeobox 2","Downregulated",1.029255080824
"214049_x_at",-1.16448305975273,4.57349211337577,-3.26338657819476,0.00167728915910926,0.00667807813352935,-1.95301372327595,"CD7","CD7 molecule","Downregulated",1.16448305975273
"243065_at",-1.03988396727952,3.78757067610432,-3.26181766511722,0.00168539801112024,0.00670548026626728,-1.95749407407547,"","","Downregulated",1.03988396727952
"216604_s_at",-1.04425417211816,5.60974986514211,-3.26158249135118,0.00168661666251466,0.00670882328193127,-1.95816552277847,"SLC7A8","solute carrier family 7 member 8","Downregulated",1.04425417211816
"223952_x_at",-1.09344727553554,5.66857114322111,-3.2615566362667,0.00168675069192697,0.00670882328193127,-1.95823933988553,"DHRS9","dehydrogenase/reductase 9","Downregulated",1.09344727553554
"238332_at",-1.25097388592475,5.96170645436273,-3.26104279131562,0.0016894164725583,0.00671820885446712,-1.95970629378866,"ANKRD29","ankyrin repeat domain 29","Downregulated",1.25097388592475
"215649_s_at",-1.00277852130019,4.21885407342593,-3.2609297627817,0.00169000338469278,0.00671948604161523,-1.96002895106774,"MVK","mevalonate kinase","Downregulated",1.00277852130019
"217359_s_at",-1.49986972710938,4.35329665282739,-3.25980580467688,0.00169585007563785,0.00673890978378092,-1.96323700977796,"NCAM1","neural cell adhesion molecule 1","Downregulated",1.49986972710938
"209728_at",-2.34809282531363,6.37213000845041,-3.25908128701996,0.00169962898577469,0.00674845828314495,-1.96530452963906,"HLA-DRB4","major histocompatibility complex, class II, DR beta 4","Downregulated",2.34809282531363
"209343_at",-1.63549891086647,7.23641647591182,-3.25872617506929,0.0017014840496543,0.00675473381454934,-1.96631777018829,"EFHD1","EF-hand domain family member D1","Downregulated",1.63549891086647
"238032_at",-1.15004729095642,5.88705104387491,-3.2553827950445,0.00171904290314243,0.00681674140824639,-1.97585340954379,"","","Downregulated",1.15004729095642
"226103_at",-1.84793096953115,6.29320320161889,-3.25416668641448,0.00172547176932031,0.00683892785766769,-1.97932006270084,"NEXN","nexilin F-actin binding protein","Downregulated",1.84793096953115
"212254_s_at",-1.14529224302231,8.89525148375728,-3.25304029500567,0.00173144647444626,0.00685874148028314,-1.98253010761997,"DST","dystonin","Downregulated",1.14529224302231
"201295_s_at",-1.14388101976377,6.50866923757273,-3.25213329555931,0.0017362715665787,0.00687619436431695,-1.98511431787519,"WSB1","WD repeat and SOCS box containing 1","Downregulated",1.14388101976377
"206393_at",-1.9775470660201,2.69463637559616,-3.25099338738681,0.00174235359124823,0.00689362331467008,-1.98836136813628,"TNNI2","troponin I2, fast skeletal type","Downregulated",1.9775470660201
"228425_at",-1.21148400060263,4.88198524232364,-3.2500562961929,0.00174736844496821,0.0069101309227317,-1.9910300559622,"PAX8-AS1","PAX8 antisense RNA 1","Downregulated",1.21148400060263
"215524_x_at",-1.26324556427189,3.56918250123523,-3.2486840774581,0.00175473633085647,0.00693536631585978,-1.99493688517744,"MGC40069///TRAC///TRAJ17///TRAV20///TRDV2///YME1L1","uncharacterized protein MGC40069///T-cell receptor alpha constant///T cell receptor alpha joining 17///T cell receptor alpha variable 20///T cell receptor delta variable 2///YME1 like 1 ATPase","Downregulated",1.26324556427189
"207384_at",-1.22906958518918,2.54269986967486,-3.24786856334361,0.00175912888915463,0.00695105237682741,-1.99725814479746,"PGLYRP1","peptidoglycan recognition protein 1","Downregulated",1.22906958518918
"241382_at",-1.11332154338248,5.02891103074626,-3.24621862427967,0.00176804743385392,0.00698012757362401,-2.00195316429639,"PCP4L1","Purkinje cell protein 4 like 1","Downregulated",1.11332154338248
"232296_s_at",-1.02689857214093,6.17207769068235,-3.24603881402832,0.00176902193559569,0.00698341455153284,-2.002464719855,"GFM1","G elongation factor mitochondrial 1","Downregulated",1.02689857214093
"206317_s_at",-1.00879373133237,3.4570012889136,-3.24583692649564,0.00177011668814757,0.00698661521405932,-2.00303905956326,"ABCB8","ATP binding cassette subfamily B member 8","Downregulated",1.00879373133237
"212667_at",-1.41324032749615,8.9859227242679,-3.24570152719237,0.00177085125859277,0.00698895395264472,-2.00342423533938,"SPARC","secreted protein acidic and cysteine rich","Downregulated",1.41324032749615
"228748_at",-1.22812538101423,5.25752975334365,-3.24510974360619,0.00177406517009735,0.00699995387899771,-2.00510756514613,"CD59","CD59 molecule","Downregulated",1.22812538101423
"1555407_s_at",-1.15504435305328,4.47763091682998,-3.2450778773661,0.00177423838731077,0.00700007603627334,-2.00519820225388,"FGD3","FYVE, RhoGEF and PH domain containing 3","Downregulated",1.15504435305328
"209121_x_at",-1.31027005782581,7.84030673931797,-3.24504805680211,0.00177440049909252,0.00700015436212984,-2.00528302024708,"NR2F2","nuclear receptor subfamily 2 group F member 2","Downregulated",1.31027005782581
"222268_x_at",-1.16613131408179,2.02891091248406,-3.24478912558034,0.00177580869597859,0.00700480119634943,-2.00601946838184,"MUC5B","mucin 5B, oligomeric mucus/gel-forming","Downregulated",1.16613131408179
"230473_s_at",-1.26712288077425,2.89516129329678,-3.2441002476697,0.00177956026382437,0.00701657226778893,-2.00797855099682,"HMGB4","high mobility group box 4","Downregulated",1.26712288077425
"216033_s_at",-1.02400079717126,7.43469994411018,-3.24089077895002,0.00179713696358651,0.00707680206203595,-2.01710179218967,"FYN","FYN proto-oncogene, Src family tyrosine kinase","Downregulated",1.02400079717126
"241428_x_at",-1.31606573284634,3.53173162311633,-3.23794648437411,0.00181340452692541,0.00713229930112851,-2.02546532769078,"TCEA2","transcription elongation factor A2","Downregulated",1.31606573284634
"1554717_a_at",-1.08644899577996,3.68804974864575,-3.23773861560769,0.00181455822942647,0.00713569621956271,-2.0260555835008,"PDE4D","phosphodiesterase 4D","Downregulated",1.08644899577996
"232187_at",-1.03395817907827,3.33605512250187,-3.23658467287554,0.00182097531058232,0.00715521297674872,-2.02933175895052,"PALMD","palmdelphin","Downregulated",1.03395817907827
"238718_at",-1.15931641838537,3.7153692626705,-3.2359657524272,0.00182442589291765,0.00716705451962308,-2.03108858593111,"","","Downregulated",1.15931641838537
"211712_s_at",-1.44304021440458,3.31712263308879,-3.2359121904846,0.00182472479758692,0.00716765651112474,-2.03124061156118,"ANXA9","annexin A9","Downregulated",1.44304021440458
"238669_at",-1.07534330146131,5.99444176314045,-3.23532006118389,0.00182803226161548,0.00717999008903236,-2.03292113552896,"PTGS1","prostaglandin-endoperoxide synthase 1","Downregulated",1.07534330146131
"206286_s_at",-1.38258681781045,3.90361270986735,-3.23521006038434,0.00182864731334013,0.00718134464066464,-2.03323330385519,"TDGF1P3///TDGF1","teratocarcinoma-derived growth factor 1 pseudogene 3///teratocarcinoma-derived growth factor 1","Downregulated",1.38258681781045
"1556067_a_at",-1.18381602051753,5.36100317537992,-3.23464062502507,0.00183183432295218,0.00719213847678191,-2.03484916259097,"KDM6B","lysine demethylase 6B","Downregulated",1.18381602051753
"226585_at",-1.01847820622714,4.88613388670232,-3.23308350183982,0.00184057582859881,0.00722184951741184,-2.03926665048067,"NEIL2","nei like DNA glycosylase 2","Downregulated",1.01847820622714
"1554675_a_at",-1.00427605242459,2.91742935421021,-3.23140462800635,0.00185004464208679,0.00725379655005296,-2.04402776025627,"SYCE1","synaptonemal complex central element protein 1","Downregulated",1.00427605242459
"228882_at",-1.23775970232276,6.04576767600152,-3.23105041657156,0.00185204821326248,0.00726049525414333,-2.04503203075323,"TUB","tubby bipartite transcription factor","Downregulated",1.23775970232276
"213820_s_at",-1.006209529273,4.9920866561533,-3.22989602973787,0.0018585920467938,0.00728207662879216,-2.04830441100772,"STARD5","StAR related lipid transfer domain containing 5","Downregulated",1.006209529273
"209081_s_at",-1.13052949273566,6.38443529445573,-3.22837242809211,0.00186726202581945,0.00731081814962586,-2.05262207989403,"COL18A1","collagen type XVIII alpha 1 chain","Downregulated",1.13052949273566
"202431_s_at",-1.5261859505256,8.24240105964706,-3.22805927045157,0.00186904872489955,0.00731664921289836,-2.05350933522351,"MYC","v-myc avian myelocytomatosis viral oncogene homolog","Downregulated",1.5261859505256
"1559245_at",-1.23431750835262,4.46053826952018,-3.22672003292343,0.00187670774993362,0.00734195883693621,-2.05730301040163,"","","Downregulated",1.23431750835262
"237320_at",-1.04932194701388,3.10760492116628,-3.22604763173406,0.00188056426009064,0.0073535382665512,-2.05920728612465,"FAM71F2","family with sequence similarity 71 member F2","Downregulated",1.04932194701388
"204972_at",-1.01907123698687,6.04861974837107,-3.2257551364136,0.00188224416421194,0.00735952233519086,-2.06003555574596,"OAS2","2'-5'-oligoadenylate synthetase 2","Downregulated",1.01907123698687
"234987_at",-1.00519729651457,7.97803231570277,-3.22561823281105,0.00188303093325033,0.00736201359704821,-2.06042321136086,"SAMHD1","SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1","Downregulated",1.00519729651457
"205131_x_at",-1.00073278459593,4.68108529647014,-3.22462919615163,0.00188872397643844,0.00738133910798239,-2.06322339761644,"CLEC11A","C-type lectin domain family 11 member A","Downregulated",1.00073278459593
"210843_s_at",-1.1591889519323,3.45514878385551,-3.22442522582524,0.00188990006519165,0.0073847623686084,-2.06380080383699,"MFAP3L","microfibrillar associated protein 3 like","Downregulated",1.1591889519323
"214234_s_at",-1.86272641739718,4.82079250980346,-3.22437314425255,0.00189020047647958,0.00738520426302031,-2.06394823376855,"CYP3A5","cytochrome P450 family 3 subfamily A member 5","Downregulated",1.86272641739718
"213948_x_at",-1.11975670354055,4.41752552964224,-3.22435358230328,0.00189031332316014,0.00738520426302031,-2.06400360830384,"CADM3","cell adhesion molecule 3","Downregulated",1.11975670354055
"239093_at",-1.08138356008884,4.79535194175111,-3.22399971644066,0.00189235575373907,0.00739200996858286,-2.0650052625315,"HOGA1","4-hydroxy-2-oxoglutarate aldolase 1","Downregulated",1.08138356008884
"1567013_at",-1.11334907586728,4.74169494559151,-3.22159649995453,0.00190628137490959,0.00743578181650228,-2.07180564199592,"NFE2L2","nuclear factor, erythroid 2 like 2","Downregulated",1.11334907586728
"217518_at",-1.18958451150546,4.61110909125597,-3.22078030319836,0.00191103269800336,0.00745195229183385,-2.07411437020633,"MYOF","myoferlin","Downregulated",1.18958451150546
"223303_at",-1.34320366643759,5.56158808296191,-3.21924567799633,0.00191999627275081,0.00748334705689102,-2.07845408977664,"FERMT3","fermitin family member 3","Downregulated",1.34320366643759
"238418_at",-1.1038600730725,4.9415502963555,-3.21639520455061,0.00193675022037282,0.00753730370878562,-2.08651074751616,"SLC35B4","solute carrier family 35 member B4","Downregulated",1.1038600730725
"1564208_x_at",-1.14992721476913,5.32455839924235,-3.21585252712974,0.00193995534522926,0.00754858316247794,-2.08804398058958,"LINC00957","long intergenic non-protein coding RNA 957","Downregulated",1.14992721476913
"201666_at",-1.23903564909471,9.81268868633008,-3.21440508564487,0.00194852845042699,0.0075801438422137,-2.09213250682284,"TIMP1","TIMP metallopeptidase inhibitor 1","Downregulated",1.23903564909471
"229045_at",-1.13414731944919,2.519762903007,-3.21434163807444,0.00194890505732755,0.00758041033561907,-2.09231169292586,"SNX20","sorting nexin 20","Downregulated",1.13414731944919
"220166_at",-1.0263548857387,4.44091877189176,-3.21421973652525,0.00194962882197827,0.00758262610204589,-2.09265595499341,"CNNM1","cyclin and CBS domain divalent metal cation transport mediator 1","Downregulated",1.0263548857387
